USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
3,460,141,1,1,3,3,0,390000,3,-0.030998392068486424,54990000,460,-0.5258289953766475,-0.04715905187302026,629431.2806966073
4,460,141,1,1,2,2,0,147333.33333333334,2,-0.030998392068486424,20774000,460,-1.4992781410907519,-0.04715905187302026,629431.2806966073
5,460,141,1,1,2,2,0,507000,2,-0.030998392068486424,71487000,460,-0.26346473090915623,-0.04715905187302026,629431.2806966073
6,460,141,1,1,2,7,0,1870778.6824299204,2,-0.030998392068486424,263779794.2226188,460,1.042134296391195,-0.04715905187302026,629431.2806966073
7,460,141,1,1,3,2,0,622916.6666666665,3,-0.030998392068486424,87831249.99999999,460,-0.057562986029452645,-0.04715905187302026,629431.2806966073
8,460,141,1,1,2,1,0,227000,2,-0.030998392068486424,32007000,460,-1.0670257170189377,-0.04715905187302026,629431.2806966073
9,460,141,1,1,2,2,0,1155309.1605323816,2,-0.030998392068486424,162898591.6350658,460,0.5601475240945497,-0.04715905187302026,629431.2806966073
10,460,141,1,1,3,7,766133.3333333335,1455133.3333333335,3,-0.030998392068486424,205173800.00000003,460,0.7908770789365285,-0.04715905187302026,629431.2806966073
11,460,141,1,1,3,7,0,4300833.333333334,3,-0.030998392068486424,606417500.0000001,460,1.8745883468544324,-0.04715905187302026,629431.2806966073
12,460,141,1,1,2,3,0,450833.3333333334,2,-0.030998392068486424,63567500.00000001,460,-0.3808780124478126,-0.04715905187302026,629431.2806966073
2,461,136,1,1,2,3,0,291423.964607034,2,-0.0671033967106025,39633659.18655662,461,-0.8171966045632963,-0.07680319227500168,611046.1829911408
3,461,136,1,1,3,3,0,637000,3,-0.0671033967106025,86632000,461,-0.03520607892817651,-0.07680319227500168,611046.1829911408
4,461,136,1,1,3,1,0,1413500,3,-0.0671033967106025,192236000,461,0.7618484426333048,-0.07680319227500168,611046.1829911408
5,461,136,1,1,2,7,0,1057141.6666666665,2,-0.0671033967106025,143771266.66666666,461,0.4713482695098481,-0.07680319227500168,611046.1829911408
6,461,136,1,1,3,4,0,567666.6666666667,3,-0.0671033967106025,77202666.66666667,461,-0.15044134250576136,-0.07680319227500168,611046.1829911408
7,461,136,1,1,2,7,0,430300.00000000006,2,-0.0671033967106025,58520800.00000001,461,-0.42749309465578555,-0.07680319227500168,611046.1829911408
8,461,136,1,1,3,2,0,576333.3333333334,3,-0.0671033967106025,78381333.33333334,461,-0.13528953748515882,-0.07680319227500168,611046.1829911408
9,461,136,1,1,3,1,0,68000,3,-0.0671033967106025,9248000,461,-2.2724680293242336,-0.07680319227500168,611046.1829911408
11,461,136,1,1,2,3,0,188000,2,-0.0671033967106025,25568000,461,-1.2555337716703896,-0.07680319227500168,611046.1829911408
1,462,134,1,1,3,1,0,486000,3,-0.08191848249574374,65124000,462,-0.3057671105998452,-0.08888774266212693,603706.4028977863
2,462,134,1,1,3,3,0,636400,3,-0.08191848249574374,85277600,462,-0.036148438036708086,-0.08888774266212693,603706.4028977863
3,462,134,1,1,2,1,0,68000,2,-0.08191848249574374,9112000,462,-2.2724680293242336,-0.08888774266212693,603706.4028977863
4,462,134,1,1,3,0,0,31200,3,-0.08191848249574374,4180800,462,-3.051557639684903,-0.08888774266212693,603706.4028977863
5,462,134,1,1,3,3,0,535166.6666666666,3,-0.08191848249574374,71712333.33333333,462,-0.20939750963888137,-0.08888774266212693,603706.4028977863
7,462,134,1,1,2,3,0,873167.5333333334,2,-0.08191848249574374,117004449.46666668,462,0.2801517082351648,-0.08888774266212693,603706.4028977863
8,462,134,1,1,3,1,0,300753.3333333333,3,-0.08191848249574374,40300946.666666664,462,-0.7856852963043668,-0.08888774266212693,603706.4028977863
9,462,134,1,1,2,1,0,138500,2,-0.08191848249574374,18559000,462,-1.5611054088729457,-0.08888774266212693,603706.4028977863
10,462,134,1,1,2,1,0,88500,2,-0.08191848249574374,11859000,462,-2.0089731824864554,-0.08888774266212693,603706.4028977863
11,462,134,1,1,3,1,0,284000,3,-0.08191848249574374,38056000,462,-0.8430014963391326,-0.08888774266212693,603706.4028977863
12,462,134,1,1,3,4,0,177000,3,-0.08191848249574374,23718000,462,-1.31582600192651,-0.08888774266212693,603706.4028977863
1,463,146,1,1,2,2,0,202644,2,0.003848339261681488,29586024,463,-1.1805249895623398,-0.018404903088628327,647792.7606645807
2,463,146,1,1,2,2,0,781000,2,0.003848339261681488,114026000,463,0.1685994153393473,-0.018404903088628327,647792.7606645807
3,463,146,1,1,2,2,0,429300,2,0.003848339261681488,62677800,463,-0.4298197592698241,-0.018404903088628327,647792.7606645807
4,463,146,1,1,2,1,0,336000,2,0.003848339261681488,49056000,463,-0.6748645745371356,-0.018404903088628327,647792.7606645807
5,463,146,1,1,2,0,0,453736.1,2,0.003848339261681488,66245470.599999994,463,-0.3744599829993138,-0.018404903088628327,647792.7606645807
6,463,146,1,1,2,2,0,546000,2,0.003848339261681488,79716000,463,-0.18935675875543367,-0.018404903088628327,647792.7606645807
7,463,146,1,1,3,1,0,257000,3,0.003848339261681488,37522000,463,-0.9428996496051205,-0.018404903088628327,647792.7606645807
8,463,146,1,1,2,4,0,1443220.025,2,0.003848339261681488,210710123.64999998,463,0.7826562901275,-0.018404903088628327,647792.7606645807
10,463,146,1,1,2,7,0,2517854.1387623893,2,0.003848339261681488,367606704.2593088,463,1.3391865510084582,-0.018404903088628327,647792.7606645807
11,463,146,1,1,2,3,173333.33333333337,1164583.3333333335,2,0.003848339261681488,170029166.6666667,463,0.5681429137349596,-0.018404903088628327,647792.7606645807
12,463,146,1,1,2,2,0,724944.5,2,0.003848339261681488,105841897,463,0.09411936569996371,-0.018404903088628327,647792.7606645807
1,464,146,1,1,3,3,69333.33333333334,1423500,3,0.003848339261681488,207831000,464,0.768898172217753,-0.018404903088628327,647792.7606645807
2,464,146,1,1,3,3,0,996666.6666666667,3,0.003848339261681488,145513333.33333334,464,0.41244064321628215,-0.018404903088628327,647792.7606645807
3,464,146,1,1,3,2,0,283633.3333333334,3,0.003848339261681488,41410466.66666667,464,-0.8442934103129378,-0.018404903088628327,647792.7606645807
4,464,146,1,1,3,2,145600,738630,3,0.003848339261681488,107839980,464,0.11282138447750079,-0.018404903088628327,647792.7606645807
6,464,146,1,1,3,1,0,454476.5781842516,3,0.003848339261681488,66353580.414900735,464,-0.37282935535864503,-0.018404903088628327,647792.7606645807
7,464,146,1,1,3,3,0,1030833.3333333335,3,0.003848339261681488,150501666.6666667,464,0.4461470810981947,-0.018404903088628327,647792.7606645807
8,464,146,1,1,3,3,0,215400,3,0.003848339261681488,31448400,464,-1.1194789697780507,-0.018404903088628327,647792.7606645807
9,464,146,1,1,3,1,0,18000,3,0.003848339261681488,2628000,464,-3.6016039766041743,-0.018404903088628327,647792.7606645807
10,464,146,1,1,3,2,0,229250,3,0.003848339261681488,33470500,464,-1.0571626233637659,-0.018404903088628327,647792.7606645807
11,464,146,1,1,3,2,0,1147020,3,0.003848339261681488,167464920,464,0.5529468192686426,-0.018404903088628327,647792.7606645807
12,464,146,1,1,3,1,0,290333.3333333333,3,0.003848339261681488,42388666.666666664,464,-0.8209460463159459,-0.018404903088628327,647792.7606645807
1,465,166,1,1,2,1,0,576442.9325600418,2,0.1322295059098888,95689526.80496694,465,-0.1350993891792278,0.08692582812082313,719748.296446525
2,465,166,1,1,3,3,0,882023.7709123357,3,0.1322295059098888,146415945.97144774,465,0.2902432722910486,0.08692582812082313,719748.296446525
4,465,166,1,1,3,2,0,537178.0028254889,3,0.1322295059098888,89171548.46903116,465,-0.20564621852008003,0.08692582812082313,719748.296446525
5,465,166,1,1,3,3,0,273333.3333333333,3,0.1322295059098888,45373333.33333333,465,-0.8812836829101496,0.08692582812082313,719748.296446525
6,465,166,1,1,3,2,0,147000,3,0.1322295059098888,24402000,465,-1.5015431477216037,0.08692582812082313,719748.296446525
7,465,166,1,1,3,8,0,3034231.9583333335,3,0.1322295059098888,503682505.0833334,465,1.5257378754631254,0.08692582812082313,719748.296446525
8,465,166,1,1,3,3,0,258500,3,0.1322295059098888,42911000,465,-0.9370800405518551,0.08692582812082313,719748.296446525
9,465,166,1,1,3,6,0,2609208.333333333,3,0.1322295059098888,433128583.33333325,465,1.3748263992434726,0.08692582812082313,719748.296446525
10,465,166,1,1,3,7,0,785166.6666666666,3,0.1322295059098888,130337666.66666666,465,0.1739202749716462,0.08692582812082313,719748.296446525
12,465,166,1,1,3,1,0,140833.33333333334,3,0.1322295059098888,23378333.333333336,465,-1.5443985763712202,0.08692582812082313,719748.296446525
1,466,169,1,1,3,2,0,114600,3,0.15014043247641862,19367400,466,-1.7505279302197003,0.10159615706323946,730385.0724439151
2,466,169,1,1,3,3,0,620750,3,0.15014043247641862,104906750,466,-0.061047310112064324,0.10159615706323946,730385.0724439151
4,466,169,1,1,3,2,0,88500,3,0.15014043247641862,14956500,466,-2.0089731824864554,0.10159615706323946,730385.0724439151
6,466,169,1,1,3,3,0,1448000,3,0.15014043247641862,244712000,466,0.7859628384453217,0.10159615706323946,730385.0724439151
8,466,169,1,1,3,2,0,390000,3,0.15014043247641862,65910000,466,-0.5258289953766475,0.10159615706323946,730385.0724439151
9,466,169,1,1,3,4,592384,2215384,3,0.15014043247641862,374399896,466,1.2112052963843443,0.10159615706323946,730385.0724439151
10,466,169,1,1,3,6,0,759583.3333333334,3,0.15014043247641862,128369583.33333334,466,0.14079430282442296,0.10159615706323946,730385.0724439151
11,466,169,1,1,3,3,0,650000,3,0.15014043247641862,109850000,466,-0.015003371610657013,0.10159615706323946,730385.0724439151
12,466,169,1,1,3,7,0,1300000,3,0.15014043247641862,219700000,466,0.6781438089492884,0.10159615706323946,730385.0724439151
2,467,134,1,1,3,1,0,678725,3,-0.08191848249574374,90949150,467,0.028240303656952292,-0.08888774266212693,603706.4028977863
3,467,134,1,1,3,1,0,200000,3,-0.08191848249574374,26800000,467,-1.1936583679523025,-0.08888774266212693,603706.4028977863
4,467,134,1,1,2,7,0,3082657.3870727164,2,-0.08191848249574374,413076089.86774397,467,1.5415715574902755,-0.08888774266212693,603706.4028977863
5,467,134,1,1,3,2,0,1952166.6666666665,3,-0.08191848249574374,261590333.3333333,467,1.0847194113414798,-0.08888774266212693,603706.4028977863
6,467,134,1,1,3,3,0,585000,3,-0.08191848249574374,78390000,467,-0.1203638872684838,-0.08888774266212693,603706.4028977863
7,467,134,1,1,3,3,0,1064375,3,-0.08191848249574374,142626250,467,0.47816731691661296,-0.08888774266212693,603706.4028977863
8,467,134,1,1,3,4,0,2135250,3,-0.08191848249574374,286123500,467,1.1743632803259167,-0.08888774266212693,603706.4028977863
9,467,134,1,1,3,2,0,1594350.0167298685,3,-0.08191848249574374,213642902.24180236,467,0.8822456846405835,-0.08888774266212693,603706.4028977863
10,467,134,1,1,3,4,0,195000,3,-0.08191848249574374,26130000,467,-1.218976175936593,-0.08888774266212693,603706.4028977863
11,467,134,1,1,2,1,0,156000,2,-0.08191848249574374,20904000,467,-1.4421197272508017,-0.08888774266212693,603706.4028977863
1,468,151,1,1,3,1,0,1690000,3,0.03752155436826943,255190000,468,0.9405080734167797,0.009303430658128595,665993.0034523915
2,468,151,1,1,3,7,225333.33333333337,5067953.583333333,3,0.03752155436826943,765260991.0833333,468,2.0387166481247423,0.009303430658128595,665993.0034523915
3,468,151,1,1,3,3,15946.666666666668,1251163.3333333333,3,0.03752155436826943,188925663.3333333,468,0.6398533296609603,0.009303430658128595,665993.0034523915
4,468,151,1,1,3,1,0,94500,3,0.03752155436826943,14269500,468,-1.9433759000006425,0.009303430658128595,665993.0034523915
5,468,151,1,1,3,4,0,429000,3,0.03752155436826943,64779000,468,-0.43051881557232186,0.009303430658128595,665993.0034523915
6,468,151,1,1,3,4,0,1518000,3,0.03752155436826943,229218000,468,0.8331732234552351,0.009303430658128595,665993.0034523915
7,468,151,1,1,3,4,0,650000,3,0.03752155436826943,98150000,468,-0.015003371610657013,0.009303430658128595,665993.0034523915
8,468,151,1,1,3,2,0,1076841.8444717077,3,0.03752155436826943,162603118.51522785,468,0.48981208365711026,0.009303430658128595,665993.0034523915
10,468,151,1,1,3,2,0,581416.6666666667,3,0.03752155436826943,87793916.66666667,468,-0.12650808034910277,0.009303430658128595,665993.0034523915
11,468,151,1,1,3,7,0,665000,3,0.03752155436826943,100415000,468,0.007811306155515396,0.009303430658128595,665993.0034523915
12,468,151,1,1,2,3,0,97500,2,0.03752155436826943,14722500,468,-1.9121233564965383,0.009303430658128595,665993.0034523915
2,469,155,1,1,3,7,0,1901250,3,0.06366683447259192,294693750,469,1.0582911090731635,0.030776866632043952,680448.8140624587
3,469,155,1,1,3,7,0,2231666.6666666665,3,0.06366683447259192,345908333.3333333,469,1.218528234956823,0.030776866632043952,680448.8140624587
4,469,155,1,1,3,2,0,846426.2448509184,3,0.06366683447259192,131196067.95189236,469,0.24904733374456534,0.030776866632043952,680448.8140624587
5,469,155,1,1,3,7,0,156000,3,0.06366683447259192,24180000,469,-1.4421197272508017,0.030776866632043952,680448.8140624587
6,469,155,1,1,3,7,0,954976.5781842517,3,0.06366683447259192,148021369.618559,469,0.3697110802181207,0.030776866632043952,680448.8140624587
7,469,155,1,1,3,4,0,985833.3333333335,3,0.06366683447259192,152804166.6666667,469,0.4015115726840932,0.030776866632043952,680448.8140624587
9,469,155,1,1,3,6,0,357500,3,0.06366683447259192,55412500,469,-0.6128403723662768,0.030776866632043952,680448.8140624587
10,469,155,1,1,3,4,0,1388333.3333333333,3,0.06366683447259192,215191666.66666666,469,0.743883531432493,0.030776866632043952,680448.8140624587
11,469,155,1,1,3,4,0,2064291.6666666667,3,0.06366683447259192,319965208.3333334,469,1.140566693487111,0.030776866632043952,680448.8140624587
1,470,161,1,1,3,3,0,364000,3,0.10164608253780827,58604000,470,-0.5948218668635992,0.06190273966237322,701961.4402951547
2,470,161,1,1,2,3,0,935259.9,2,0.10164608253780827,150576843.9,470,0.34884872407686274,0.06190273966237322,701961.4402951547
4,470,161,1,1,3,3,0,291500,3,0.10164608253780827,46931500,470,-0.816935728709792,0.06190273966237322,701961.4402951547
5,470,161,1,1,3,3,270400,654400,3,0.10164608253780827,105358400,470,-0.008256949211801867,0.06190273966237322,701961.4402951547
6,470,161,1,1,2,0,0,232000,2,0.10164608253780827,37352000,470,-1.045238362834029,0.06190273966237322,701961.4402951547
7,470,161,1,1,3,2,0,253732.8,3,0.10164608253780827,40850980.8,470,-0.9556939896929624,0.06190273966237322,701961.4402951547
8,470,161,1,1,3,2,0,1229205,3,0.10164608253780827,197902005,470,0.6221471634340165,0.06190273966237322,701961.4402951547
9,470,161,1,1,3,2,0,361333.3333333333,3,0.10164608253780827,58174666.666666664,470,-0.602174841168857,0.06190273966237322,701961.4402951547
10,470,161,1,1,3,2,0,831720,3,0.10164608253780827,133906920,470,0.231520111217554,0.06190273966237322,701961.4402951547
11,470,161,1,1,3,2,0,774876.6666666667,3,0.10164608253780827,124755143.33333334,470,0.1607281424039826,0.06190273966237322,701961.4402951547
1,471,134,1,1,3,1,0,299750,3,-0.08191848249574374,40166500,471,-0.7890269405927164,-0.08888774266212693,603706.4028977863
2,471,134,1,1,3,2,0,1397885,3,-0.08191848249574374,187316590,471,0.7507399245378856,-0.08888774266212693,603706.4028977863
3,471,134,1,1,3,1,0,811125,3,-0.08191848249574374,108690750,471,0.20644643844099342,-0.08888774266212693,603706.4028977863
4,471,134,1,1,2,2,0,394333.3333333334,2,-0.08191848249574374,52840666.66666667,471,-0.5147791591900628,-0.08888774266212693,603706.4028977863
5,471,134,1,1,3,0,0,170833.33333333334,3,-0.08191848249574374,22891666.666666668,471,-1.3512873121558862,-0.08888774266212693,603706.4028977863
6,471,134,1,1,2,3,0,243856,2,-0.08191848249574374,32676704,471,-0.9953978473568466,-0.08888774266212693,603706.4028977863
7,471,134,1,1,3,2,0,689000,3,-0.08191848249574374,92326000,471,0.04326553651331899,-0.08888774266212693,603706.4028977863
8,471,134,1,1,2,2,0,582400,2,-0.08191848249574374,78041600,471,-0.12481823761786259,-0.08888774266212693,603706.4028977863
9,471,134,1,1,3,4,0,880558.5781842517,3,-0.08191848249574374,117994849.47668973,471,0.28858071954129727,-0.08888774266212693,603706.4028977863
10,471,134,1,1,3,2,0,493324,3,-0.08191848249574374,66105416,471,-0.2908095755081721,-0.08888774266212693,603706.4028977863
11,471,134,1,1,2,3,0,770358.3333333335,2,-0.08191848249574374,103228016.66666669,471,0.15488004006266998,-0.08888774266212693,603706.4028977863
12,471,134,1,1,3,7,632666.6666666666,2224333.3333333335,3,-0.08191848249574374,298060666.6666667,471,1.2152367897351581,-0.08888774266212693,603706.4028977863
1,472,169,1,1,2,1,0,1040000,2,0.15014043247641862,175760000,472,0.45500025763507956,0.10159615706323946,730385.0724439151
2,472,169,1,1,3,7,0,3336666.6666666665,3,0.15014043247641862,563896666.6666666,472,1.6207518491408166,0.10159615706323946,730385.0724439151
3,472,169,1,1,2,4,0,887250,2,0.15014043247641862,149945250,472,0.29615105702626643,0.10159615706323946,730385.0724439151
4,472,169,1,1,1,6,0,1050416.6666666665,1,0.15014043247641862,177520416.66666663,472,0.46496645533368053,0.10159615706323946,730385.0724439151
7,472,169,1,1,2,3,0,168500,2,0.15014043247641862,28476500,472,-1.3650399847079235,0.10159615706323946,730385.0724439151
9,472,169,1,1,3,2,0,1388000,3,0.15014043247641862,234572000,472,0.7436434065664095,0.10159615706323946,730385.0724439151
10,472,169,1,1,2,2,0,584999.9999999999,2,0.15014043247641862,98864999.99999999,472,-0.1203638872684838,0.10159615706323946,730385.0724439151
11,472,169,1,1,2,3,0,192000,2,0.15014043247641862,32448000,472,-1.2344803624725582,0.10159615706323946,730385.0724439151
12,472,169,1,1,3,2,0,318166.6666666667,3,0.15014043247641862,53770166.66666667,472,-0.7294003800026463,0.10159615706323946,730385.0724439151
1,473,184,1,1,3,4,0,3126921.9272808386,3,0.235177475162331,575353634.6196743,473,1.5558286553547482,0.17138392451967366,783177.7322204302
2,473,184,1,1,3,3,0,929500,3,0.235177475162331,171028000,473,0.3426710726611599,0.17138392451967366,783177.7322204302
3,473,184,1,1,2,1,0,778500,2,0.235177475162331,143244000,473,0.1653932567737133,0.17138392451967366,783177.7322204302
5,473,184,1,1,1,7,0,5817500,1,0.235177475162331,1070420000,473,2.1766501606761075,0.17138392451967366,783177.7322204302
6,473,184,1,1,3,1,0,832389.3412149602,3,0.235177475162331,153159638.78355268,473,0.2323245550536388,0.17138392451967366,783177.7322204302
7,473,184,1,1,2,3,0,2812304.719404762,2,0.235177475162331,517464068.37047625,473,1.4497838765012183,0.17138392451967366,783177.7322204302
8,473,184,1,1,2,4,0,1471166.6666666667,2,0.235177475162331,270694666.6666667,473,0.8018352812918383,0.17138392451967366,783177.7322204302
9,473,184,1,1,1,2,0,143900,1,0.235177475162331,26477600,473,-1.5228571206070178,0.17138392451967366,783177.7322204302
10,473,184,1,1,3,1,0,1114941.7089430443,3,0.235177475162331,205149274.44552016,473,0.5245816690524379,0.17138392451967366,783177.7322204302
2,474,134,1,1,3,2,0,63000,3,-0.08191848249574374,8442000,474,-2.3488410081088062,-0.08888774266212693,603706.4028977863
3,474,134,1,1,3,3,0,450666.66666666674,3,-0.08191848249574374,60389333.33333334,474,-0.38124776656554005,-0.08888774266212693,603706.4028977863
4,474,134,1,1,3,2,0,630000,3,-0.08191848249574374,84420000,474,-0.04625591511476124,-0.08888774266212693,603706.4028977863
5,474,134,1,1,3,3,0,824830.891540156,3,-0.08191848249574374,110527339.4663809,474,0.2232026508717535,-0.08888774266212693,603706.4028977863
6,474,134,1,1,3,2,0,361216.6666666666,3,-0.08191848249574374,48403033.33333333,474,-0.602497771534038,-0.08888774266212693,603706.4028977863
7,474,134,1,1,3,3,0,777291.6666666667,3,-0.08191848249574374,104157083.33333334,474,0.16383992080697318,-0.08888774266212693,603706.4028977863
8,474,134,1,1,3,2,0,1682238.3333333335,3,-0.08191848249574374,225419936.6666667,474,0.9359047923877508,-0.08888774266212693,603706.4028977863
9,474,134,1,1,3,3,0,498000,3,-0.08191848249574374,66732000,474,-0.28137565747568694,-0.08888774266212693,603706.4028977863
10,474,134,1,1,3,1,0,182000,3,-0.08191848249574374,24388000,474,-1.2879690474235446,-0.08888774266212693,603706.4028977863
11,474,134,1,1,3,0,0,744900,3,-0.08191848249574374,99816600,474,0.12127424668189057,-0.08888774266212693,603706.4028977863
12,474,134,1,1,3,2,0,486530,3,-0.08191848249574374,65195020,474,-0.30467716982173343,-0.08888774266212693,603706.4028977863
1,475,169,1,1,2,7,0,1560000,2,0.15014043247641862,263640000,475,0.8604653657432433,0.10159615706323946,730385.0724439151
2,475,169,1,1,2,7,69333.33333333334,2875166.666666667,2,0.15014043247641862,485903166.66666675,475,1.47189018806535,0.10159615706323946,730385.0724439151
5,475,169,1,1,2,7,10400,4112441.666666667,2,0.15014043247641862,695002641.6666667,475,1.8297964760755256,0.10159615706323946,730385.0724439151
6,475,169,1,1,2,3,0,1037041.6666666665,2,0.15014043247641862,175260041.66666663,475,0.4521516529284213,0.10159615706323946,730385.0724439151
7,475,169,1,1,2,4,0,667666.6666666666,2,0.15014043247641862,112835666.66666666,475,0.0118133124973685,0.10159615706323946,730385.0724439151
8,475,169,1,1,1,3,0,563333.3333333334,1,0.15014043247641862,95203333.33333334,475,-0.15810421525132945,0.10159615706323946,730385.0724439151
9,475,169,1,1,2,7,1171226.1908840728,9079559.524217406,2,0.15014043247641862,1534445559.5927417,475,2.621805225369581,0.10159615706323946,730385.0724439151
10,475,169,1,1,2,7,34666.66666666667,2038833.3333333335,2,0.15014043247641862,344562833.3333334,475,1.1281572933185213,0.10159615706323946,730385.0724439151
11,475,169,1,1,1,7,0,924433.3333333335,1,0.15014043247641862,156229233.33333337,475,0.337205202675694,0.10159615706323946,730385.0724439151
2,476,195,1,1,2,3,0,1115833.3333333335,2,0.29324127611709194,217587500.00000003,476,0.5253810543968793,0.21902430803892894,821391.6554535938
3,476,195,1,1,2,4,0,1539850,2,0.29324127611709194,300270750,476,0.8474645535659917,0.21902430803892894,821391.6554535938
4,476,195,1,1,2,3,0,123000,2,0.29324127611709194,23985000,476,-1.6797913791279218,0.21902430803892894,821391.6554535938
5,476,195,1,1,2,1,13866.666666666668,1191700,2,0.29324127611709194,232381500,476,0.5911604035964206,0.21902430803892894,821391.6554535938
8,476,195,1,1,2,2,0,215750,2,0.29324127611709194,42071250,476,-1.1178554045368028,0.21902430803892894,821391.6554535938
10,476,195,1,1,2,3,0,1057333.3333333335,2,0.29324127611709194,206180000.00000003,476,0.4715295595862887,0.21902430803892894,821391.6554535938
11,476,195,1,1,2,4,0,854166.6666666665,2,0.29324127611709194,166562499.99999997,476,0.25815060027821346,0.21902430803892894,821391.6554535938
12,476,195,1,1,2,2,0,856916.6666666667,2,0.29324127611709194,167098750.00000003,476,0.26136494094085094,0.21902430803892894,821391.6554535938
1,477,161,1,1,2,1,0,208000,2,0.10164608253780827,33488000,477,-1.1544376547990218,0.06190273966237322,701961.4402951547
2,477,161,1,1,2,2,0,270000,2,0.10164608253780827,43470000,477,-0.8935537755019656,0.06190273966237322,701961.4402951547
3,477,161,1,1,3,3,0,1384151.0521228346,3,0.10164608253780827,222848319.39177638,477,0.7408665374290031,0.06190273966237322,701961.4402951547
4,477,161,1,1,2,2,0,145067,2,0.10164608253780827,23355787,477,-1.5147800298352383,0.06190273966237322,701961.4402951547
5,477,161,1,1,2,2,0,888250,2,0.10164608253780827,143008250,477,0.2972775004007975,0.06190273966237322,701961.4402951547
6,477,161,1,1,2,2,0,863426.5,2,0.10164608253780827,139011666.5,477,0.26893304076063806,0.06190273966237322,701961.4402951547
8,477,161,1,1,2,2,0,739997.4198825193,2,0.10164608253780827,119139584.6010856,477,0.11467096504655316,0.06190273966237322,701961.4402951547
9,477,161,1,1,2,2,0,318505.2,2,0.10164608253780827,51279337.2,477,-0.7283369330907856,0.06190273966237322,701961.4402951547
10,477,161,1,1,2,3,0,138000,2,0.10164608253780827,22218000,477,-1.5647220493431355,0.06190273966237322,701961.4402951547
12,477,161,1,1,2,2,0,370810,2,0.10164608253780827,59700410,477,-0.576285932455999,0.06190273966237322,701961.4402951547
1,478,177,1,1,2,1,0,636800,2,0.19639145012717396,112713600,478,-0.035520099970165475,0.1396027798200265,758678.8113043279
2,478,177,1,1,3,3,0,250000,3,0.19639145012717396,44250000,478,-0.9705148166380937,0.1396027798200265,758678.8113043279
3,478,177,1,1,2,7,0,1529666.6666666667,2,0.19639145012717396,270751000,478,0.840829391226384,0.1396027798200265,758678.8113043279
4,478,177,1,1,2,1,0,747750.0000000001,2,0.19639145012717396,132351750.00000001,478,0.12509296300971862,0.1396027798200265,758678.8113043279
5,478,177,1,1,3,3,0,442216.66666666674,3,0.19639145012717396,78272350.00000001,478,-0.40017577645105895,0.1396027798200265,758678.8113043279
6,478,177,1,1,2,2,0,862700,2,0.19639145012717396,152697900,478,0.26809127158219326,0.1396027798200265,758678.8113043279
10,478,177,1,1,3,2,0,735733.3333333334,3,0.19639145012717396,130224800,478,0.10889199973462738,0.1396027798200265,758678.8113043279
11,478,177,1,1,2,3,0,1050400,2,0.19639145012717396,185920800,478,0.46495058848824655,0.1396027798200265,758678.8113043279
12,478,177,1,1,2,4,0,125000,2,0.19639145012717396,22125000,478,-1.663661997198039,0.1396027798200265,758678.8113043279
1,479,131,1,1,3,2,0,758333.3333333335,3,-0.10456095924550368,99341666.66666669,479,0.13914730821660193,-0.107445047274105,592606.5495028126
2,479,131,1,1,4,7,0,789714.8606060606,4,-0.10456095924550368,103452646.73939393,479,0.1796962098659769,-0.107445047274105,592606.5495028126
4,479,131,1,1,3,4,69333.33333333334,1586000,3,-0.10456095924550368,207766000,479,0.8769946676944542,-0.107445047274105,592606.5495028126
5,479,131,1,1,3,1,0,2056666.6666666672,3,-0.10456095924550368,269423333.33333343,479,1.1368660937309851,-0.107445047274105,592606.5495028126
8,479,131,1,1,2,7,0,3773370.0333333327,2,-0.10456095924550368,494311474.3666666,479,1.743748054689835,-0.107445047274105,592606.5495028126
9,479,131,1,1,2,7,39866.66666666667,5744700,2,-0.10456095924550368,752555700,479,2.164057235097891,-0.107445047274105,592606.5495028126
10,479,131,1,1,3,7,0,1841666.6666666667,3,-0.10456095924550368,241258333.33333334,479,1.0264505032175038,-0.107445047274105,592606.5495028126
11,479,131,1,1,1,7,0,704166.6666666665,1,-0.10456095924550368,92245833.33333331,479,0.06503933606287937,-0.107445047274105,592606.5495028126
12,479,131,1,1,3,4,0,5917044.25,3,-0.10456095924550368,775132796.75,479,2.19361658660031,-0.107445047274105,592606.5495028126
1,480,153,1,1,2,7,728000,2044250.0000000002,2,0.050679638945780425,312770250.00000006,480,1.1308105185417467,0.020102347620203957,673223.9796790538
3,480,153,1,1,4,7,0,2983179.3333333335,4,0.050679638945780425,456426438,480,1.5087691666563554,0.020102347620203957,673223.9796790538
4,480,153,1,1,2,6,0,700000,2,0.050679638945780425,107100000,480,0.059104600543065544,0.020102347620203957,673223.9796790538
5,480,153,1,1,3,2,0,422500,3,0.050679638945780425,64642500,480,-0.44578628770311113,0.020102347620203957,673223.9796790538
7,480,153,1,1,3,7,0,433333.33333333326,3,0.050679638945780425,66299999.999999985,480,-0.42046847971882073,0.020102347620203957,673223.9796790538
8,480,153,1,1,4,7,0,7071833.422627022,4,0.050679638945780425,1081990513.6619344,480,2.3718993150469423,0.020102347620203957,673223.9796790538
9,480,153,1,1,3,4,0,2487803.1563685033,3,0.050679638945780425,380633882.924381,480,1.3271795990135669,0.020102347620203957,673223.9796790538
