USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
10,480,153,1,1,4,2,0,639166.6666666667,4,0.050679638945780425,97792500.00000001,480,-0.03181048992703772,0.020102347620203957,673223.9796790538
12,480,153,1,1,3,4,0,757083.3333333334,3,0.050679638945780425,115833750,480,0.13749759654193205,0.020102347620203957,673223.9796790538
1,481,279,1,1,3,4,0,1619583.3333333333,3,0.6514534993747105,451863750,481,0.897948458997984,0.5123727843514534,1101412.2718929532
2,481,279,1,1,3,7,1664000,2578166.6666666665,3,0.6514534993747105,719308500,481,1.3628580965082708,0.5123727843514534,1101412.2718929532
3,481,279,1,1,2,2,208000,741000,2,0.6514534993747105,206739000,481,0.11602489079574774,0.5123727843514534,1101412.2718929532
5,481,279,1,1,3,1,0,599707.6965191824,3,0.6514534993747105,167318447.32885188,481,-0.09553337045928423,0.5123727843514534,1101412.2718929532
6,481,279,1,1,3,3,2180844.148201058,3547816.1474675685,3,0.6514534993747105,989840705.1434516,481,1.682111788947143,0.5123727843514534,1101412.2718929532
7,481,279,1,1,3,7,0,1961443.6157772304,3,0.6514534993747105,547242768.8018472,481,1.0894602852745905,0.5123727843514534,1101412.2718929532
2,482,172,1,1,3,7,3154666.6666666665,4021333.333333333,3,0.16773619436679787,691669333.3333333,482,1.8073930670792873,0.11609608617291625,741052.7576525105
3,482,172,1,1,2,2,520000,1805419.5850992643,2,0.16773619436679787,310532168.63707346,482,1.0065725663713785,0.11609608617291625,741052.7576525105
6,482,172,1,1,4,3,0,1009033.3333333334,4,0.16773619436679787,173553733.33333334,482,0.4247723213168424,0.11609608617291625,741052.7576525105
11,482,172,1,1,3,2,0,232400,3,0.16773619436679787,39972800,482,-1.043515709522584,0.11609608617291625,741052.7576525105
12,482,172,1,1,3,7,0,492916.66666666674,3,0.16773619436679787,84781666.66666669,482,-0.2916356078758522,0.11609608617291625,741052.7576525105
1,483,190,1,1,3,8,0,1083333.3333333333,3,0.2672657897138313,205833333.3333333,483,0.4958222521553335,0.1976910026316989,804054.2460641842
2,483,190,1,1,4,4,0,179158.84532828283,4,0.2672657897138313,34040180.61237374,483,-1.3037029181011714,0.1976910026316989,804054.2460641842
4,483,190,1,1,3,4,5512000,6422000,3,0.2672657897138313,1220180000,483,2.2755091401491203,0.1976910026316989,804054.2460641842
5,483,190,1,1,3,7,0,1284482.061924059,3,0.2672657897138313,244051591.7655712,483,0.6661351169260534,0.1976910026316989,804054.2460641842
8,483,190,1,1,3,7,0,1180596.2366889329,3,0.2672657897138313,224313284.97089726,483,0.5817991406753293,0.1976910026316989,804054.2460641842
9,483,190,1,1,3,7,0,995794.2969737528,3,0.2672657897138313,189200916.42501304,483,0.4115649726113606,0.1976910026316989,804054.2460641842
10,483,190,1,1,3,2,0,184000,3,0.2672657897138313,34960000,483,-1.2770399768913538,0.1976910026316989,804054.2460641842
12,483,190,1,1,3,8,0,1458333.3333333335,3,0.2672657897138313,277083333.3333334,483,0.7930737756232649,0.1976910026316989,804054.2460641842
1,484,161,1,1,3,8,0,2470000,3,0.10164608253780827,397670000,484,1.3199976951216836,0.06190273966237322,701961.4402951547
4,484,161,1,1,2,3,0,260000,2,0.10164608253780827,41860000,484,-0.9312941034848112,0.06190273966237322,701961.4402951547
6,484,161,1,1,3,2,0,100000,3,0.10164608253780827,16100000,484,-1.886805548512248,0.06190273966237322,701961.4402951547
7,484,161,1,1,2,2,0,717166.6666666665,2,0.10164608253780827,115463833.33333331,484,0.08333252911020494,0.06190273966237322,701961.4402951547
9,484,161,1,1,3,3,0,1276166.6666666665,3,0.10164608253780827,205462833.3333333,484,0.6596403373847295,0.06190273966237322,701961.4402951547
10,484,161,1,1,4,0,0,2361666.6666666665,4,0.10164608253780827,380228333.3333333,484,1.2751471289563323,0.06190273966237322,701961.4402951547
11,484,161,1,1,2,7,0,3337583.3333333335,2,0.10164608253780827,537350916.6666667,484,1.6210265366854646,0.06190273966237322,701961.4402951547
1,485,123,1,1,3,4,0,2537816.6666666665,3,-0.1675739270742378,312151450,485,1.347083675808971,-0.15906998973743114,562789.5430045099
2,485,123,1,1,3,7,0,1855786.4897018368,3,-0.1675739270742378,228261738.23332593,485,1.0340881343522774,-0.15906998973743114,562789.5430045099
4,485,123,1,1,2,7,0,2712500,2,-0.1675739270742378,333637500,485,1.4136502633483747,-0.15906998973743114,562789.5430045099
5,485,123,1,1,3,3,0,390166.6666666666,3,-0.1675739270742378,47990499.99999999,485,-0.5254017362374839,-0.15906998973743114,562789.5430045099
6,485,123,1,1,3,5,0,752916.6666666667,3,-0.1675739270742378,92608750.00000001,485,0.13197881873798956,-0.15906998973743114,562789.5430045099
7,485,123,1,1,3,2,0,639166.6666666666,3,-0.1675739270742378,78617500,485,-0.03181048992703772,-0.15906998973743114,562789.5430045099
8,485,123,1,1,3,3,0,854166.6666666665,3,-0.1675739270742378,105062499.99999999,485,0.25815060027821346,-0.15906998973743114,562789.5430045099
9,485,123,1,1,3,3,0,911250,3,-0.1675739270742378,112083750,485,0.32284154882252913,-0.15906998973743114,562789.5430045099
11,485,123,1,1,2,7,0,2719166.666666667,2,-0.1675739270742378,334457500.00000006,485,1.416105005299027,-0.15906998973743114,562789.5430045099
12,485,123,1,1,3,7,0,2124308.3333333335,3,-0.1675739270742378,261289925.00000003,485,1.1692258036786676,-0.15906998973743114,562789.5430045099
1,486,237,1,1,2,3,0,780000,2,0.48830185868847664,184860000,486,0.16731818518329789,0.378647698345034,963549.0867491342
2,486,237,1,1,2,4,0,822000,2,0.48830185868847664,194814000,486,0.21976466055584076,0.378647698345034,963549.0867491342
3,486,237,1,1,3,1,0,682500,3,0.48830185868847664,161752500,486,0.03378679255877515,0.378647698345034,963549.0867491342
4,486,237,1,1,2,5,0,826250,2,0.48830185868847664,195821250,486,0.22492165666555586,0.378647698345034,963549.0867491342
8,486,237,1,1,2,6,2600000,6275833.333333333,2,0.48830185868847664,1487372500,486,2.252485822807058,0.378647698345034,963549.0867491342
10,486,237,1,1,3,7,182000,4065666.6666666665,3,0.48830185868847664,963563000,486,1.8183572756747886,0.378647698345034,963549.0867491342
12,486,237,1,1,2,7,0,457708.33333333326,2,0.48830185868847664,108476874.99999999,486,-0.36574358002957474,0.378647698345034,963549.0867491342
1,487,125,1,1,3,2,0,197000,3,-0.15144454514435335,24625000,487,-1.2087720057623503,-0.14579586416108636,570309.8846260664
2,487,125,1,1,3,8,312000,6627833.333333334,3,-0.15144454514435335,828479166.6666667,487,2.3070574978840455,-0.14579586416108636,570309.8846260664
3,487,125,1,1,2,3,10400,2116359.402186036,2,-0.15144454514435335,264544925.2732545,487,1.1654768938593705,-0.14579586416108636,570309.8846260664
4,487,125,1,1,3,7,0,3445000,3,-0.15144454514435335,430625000,487,1.6527034489474186,-0.14579586416108636,570309.8846260664
5,487,125,1,1,2,7,10400,2401750,2,-0.15144454514435335,300218750,487,1.291977182789509,-0.14579586416108636,570309.8846260664
6,487,125,1,1,3,8,0,1651000,3,-0.15144454514435335,206375000,487,0.9171607094197878,-0.14579586416108636,570309.8846260664
11,487,125,1,1,3,7,21666.666666666668,5486882.266666667,3,-0.15144454514435335,685860283.3333334,487,2.1181397455518116,-0.14579586416108636,570309.8846260664
12,487,125,1,1,2,4,0,1618500,2,-0.15144454514435335,202312500,487,0.8972793388659603,-0.14579586416108636,570309.8846260664
1,488,184,1,1,3,4,0,1941510.4375790022,3,0.235177475162331,357237920.5145364,488,1.0792457906955626,0.17138392451967366,783177.7322204302
2,488,184,1,1,2,7,520000,1950000,2,0.235177475162331,358800000,488,1.0836089170574539,0.17138392451967366,783177.7322204302
3,488,184,1,1,2,4,520000,801666.6666666667,2,0.235177475162331,147506666.6666667,488,0.19471715937141276,0.17138392451967366,783177.7322204302
4,488,184,1,1,2,8,0,7800000.000000001,2,0.235177475162331,1435200000.0000002,488,2.469903278177343,0.17138392451967366,783177.7322204302
5,488,184,1,1,3,7,0,4675815.134961459,3,0.235177475162331,860349984.8329084,488,1.9581830524429993,0.17138392451967366,783177.7322204302
7,488,184,1,1,4,7,0,2234158.875,4,0.235177475162331,411085233,488,1.2196443594309212,0.17138392451967366,783177.7322204302
9,488,184,1,1,3,3,832000,3304166.666666667,3,0.235177475162331,607966666.6666667,488,1.6109638427746535,0.17138392451967366,783177.7322204302
11,488,184,1,1,3,8,173333.33333333337,2642773.244622981,3,0.235177475162331,486270277.0106285,488,1.3876083817290805,0.17138392451967366,783177.7322204302
12,488,184,1,1,3,7,0,983333.3333333335,3,0.235177475162331,180933333.33333337,488,0.3989724261654164,0.17138392451967366,783177.7322204302
1,489,151,1,1,3,4,0,865000,3,0.03752155436826943,130615000,489,0.2707537724315401,0.009303430658128595,665993.0034523915
2,489,151,1,1,3,4,0,1840754.438805533,3,0.03752155436826943,277953920.2596355,489,1.025955053156979,0.009303430658128595,665993.0034523915
3,489,151,1,1,2,2,0,2280666.666666667,2,0.03752155436826943,344380666.6666667,489,1.2402473423691003,0.009303430658128595,665993.0034523915
4,489,151,1,1,3,4,0,1745250,3,0.03752155436826943,263532750,489,0.9726773563501716,0.009303430658128595,665993.0034523915
5,489,151,1,1,3,3,0,5080833.333333333,3,0.03752155436826943,767205833.3333333,489,2.0412548346135218,0.009303430658128595,665993.0034523915
6,489,151,1,1,4,0,0,253200,4,0.03752155436826943,38233200,489,-0.957796044230319,0.009303430658128595,665993.0034523915
7,489,151,1,1,3,6,0,805474.3333333335,3,0.03752155436826943,121626624.33333336,489,0.19945560334251233,0.009303430658128595,665993.0034523915
8,489,151,1,1,3,2,0,758333.3333333333,3,0.03752155436826943,114508333.33333333,489,0.13914730821660193,0.009303430658128595,665993.0034523915
10,489,151,1,1,3,1,0,1848126.0688527026,3,0.03752155436826943,279067036.3967581,489,1.0299517344506128,0.009303430658128595,665993.0034523915
11,489,151,1,1,2,7,0,2491666.666666667,2,0.03752155436826943,376241666.6666667,489,1.3287313750904381,0.009303430658128595,665993.0034523915
12,489,151,1,1,2,7,0,2047933.3333333333,2,0.03752155436826943,309237933.3333333,489,1.1326106990458946,0.009303430658128595,665993.0034523915
1,490,140,1,1,3,3,0,563333.3333333334,3,-0.038115859837350996,78866666.66666667,490,-0.15810421525132945,-0.05307762745594931,625716.9467133654
2,490,140,1,1,2,7,0,3504583.333333333,2,-0.038115859837350996,490641666.6666666,490,1.669851180108198,-0.05307762745594931,625716.9467133654
3,490,140,1,1,3,1,41600,113683.33333333334,3,-0.038115859837350996,15915666.666666668,490,-1.7585589290677213,-0.05307762745594931,625716.9467133654
4,490,140,1,1,4,7,0,1196000,4,-0.038115859837350996,167440000,490,0.594762200010237,-0.05307762745594931,625716.9467133654
5,490,140,1,1,2,4,0,4435166.666666667,2,-0.038115859837350996,620923333.3333334,490,1.9053447393944314,-0.05307762745594931,625716.9467133654
6,490,140,1,1,3,6,0,492916.66666666674,3,-0.038115859837350996,69008333.33333334,490,-0.2916356078758522,-0.05307762745594931,625716.9467133654
7,490,140,1,1,3,8,0,1633286.4897018366,3,-0.038115859837350996,228660108.55825713,490,0.9063737807446106,-0.05307762745594931,625716.9467133654
8,490,140,1,1,3,5,0,924000,3,-0.038115859837350996,129360000,490,0.3367363371413443,-0.05307762745594931,625716.9467133654
9,490,140,1,1,3,4,0,895916.6666666667,3,-0.038115859837350996,125428333.33333334,490,0.3058716681968878,-0.05307762745594931,625716.9467133654
10,490,140,1,1,3,1,208000,630500,3,-0.038115859837350996,88270000,490,-0.045462579095365996,-0.05307762745594931,625716.9467133654
11,490,140,1,1,2,7,0,1408333.3333333333,2,-0.038115859837350996,197166666.66666666,490,0.7581865166228248,-0.05307762745594931,625716.9467133654
12,490,140,1,1,3,2,0,390000,3,-0.038115859837350996,54600000,490,-0.5258289953766475,-0.05307762745594931,625716.9467133654
1,491,137,1,1,2,7,208000,6956288.8047290575,2,-0.05977735661852979,953011566.2478808,491,2.3554256589056646,-0.07080132190491373,614724.6307125668
3,491,137,1,1,3,5,0,915416.6666666665,3,-0.05977735661852979,125412083.33333331,491,0.32740360053037065,-0.07080132190491373,614724.6307125668
4,491,137,1,1,3,4,0,2420166.6666666665,3,-0.05977735661852979,331562833.3333333,491,1.299615952802343,-0.07080132190491373,614724.6307125668
5,491,137,1,1,3,7,0,3401666.666666667,3,-0.05977735661852979,466028333.3333334,491,1.6400450520754966,-0.07080132190491373,614724.6307125668
6,491,137,1,1,2,7,1040000,2285833.3333333335,2,-0.05977735661852979,313159166.6666667,491,1.2425101996433092,-0.07080132190491373,614724.6307125668
7,491,137,1,1,2,2,0,553703.8,2,-0.05977735661852979,75857420.60000001,491,-0.17534584777280848,-0.07080132190491373,614724.6307125668
8,491,137,1,1,4,5,0,1408333.3333333333,4,-0.05977735661852979,192941666.66666666,491,0.7581865166228248,-0.07080132190491373,614724.6307125668
9,491,137,1,1,2,6,0,2012509.1270798324,2,-0.05977735661852979,275713750.409937,491,1.1151618099770424,-0.07080132190491373,614724.6307125668
12,491,137,1,1,3,8,0,1986886.0992551679,3,-0.05977735661852979,272203395.597958,491,1.102348183436721,-0.07080132190491373,614724.6307125668
1,492,144,1,1,2,7,0,3710416.6666666665,2,-0.009944982870654151,534300000,492,1.7269237238695219,-0.029784449056150464,640462.9571820027
2,492,144,1,1,4,2,0,747500,4,-0.009944982870654151,107640000,492,0.12475857076450225,-0.029784449056150464,640462.9571820027
3,492,144,1,1,2,7,0,2275000,2,-0.009944982870654151,327600000,492,1.237759596884711,-0.029784449056150464,640462.9571820027
4,492,144,1,1,1,1,0,1127693.2522314074,1,-0.009944982870654151,162387828.32132268,492,0.5359537210642475,-0.029784449056150464,640462.9571820027
5,492,144,1,1,2,4,561600,3265766.666666667,2,-0.009944982870654151,470270400.00000006,492,1.5992740933262244,-0.029784449056150464,640462.9571820027
6,492,144,1,1,3,7,0,5079000,3,-0.009944982870654151,731376000,492,2.0408939363009058,-0.029784449056150464,640462.9571820027
7,492,144,1,1,4,8,0,4385766.666666666,4,-0.009944982870654151,631550399.9999999,492,1.8941439934879423,-0.029784449056150464,640462.9571820027
8,492,144,1,1,2,7,5824000,11394500,2,-0.009944982870654151,1640808000,492,2.8489103273224856,-0.029784449056150464,640462.9571820027
9,492,144,1,1,2,3,0,2708333.3333333335,2,-0.009944982870654151,390000000,492,1.4121129840294895,-0.029784449056150464,640462.9571820027
10,492,144,1,1,1,4,0,2968333.3333333335,1,-0.009944982870654151,427440000,492,1.503780172555313,-0.029784449056150464,640462.9571820027
11,492,144,1,1,1,3,0,2384717.075,1,-0.009944982870654151,343399258.8,492,1.2848600349510004,-0.029784449056150464,640462.9571820027
12,492,144,1,1,3,7,0,661443.6157772302,3,-0.009944982870654151,95247880.67192115,492,0.002449008501510974,-0.029784449056150464,640462.9571820027
2,493,154,1,1,3,2,0,145916.66666666666,3,0.05719431996697466,22471166.666666664,493,-1.5089400520024885,0.025468262003059863,676846.1513549369
4,493,154,1,1,1,7,625154.4,12758487.733333334,1,0.05719431996697466,1964807110.9333334,493,2.9619762991783958,0.025468262003059863,676846.1513549369
5,493,154,1,1,1,1,0,5010612.5,1,0.05719431996697466,771634325,493,2.0273377075950005,0.025468262003059863,676846.1513549369
6,493,154,1,1,1,7,0,2112500,1,0.05719431996697466,325325000,493,1.1636516247309903,0.025468262003059863,676846.1513549369
7,493,154,1,1,1,8,49298.5087719299,2486798.50877193,1,0.05719431996697466,382966970.3508772,493,1.3267756882372446,0.025468262003059863,676846.1513549369
8,493,154,1,1,1,1,0,3889873.625,1,0.05719431996697466,599040538.25,493,1.7741562144379035,0.025468262003059863,676846.1513549369
9,493,154,1,1,1,3,0,3086850,1,0.05719431996697466,475374900,493,1.5429306979563275,0.025468262003059863,676846.1513549369
11,493,154,1,1,1,3,0,6337500,1,0.05719431996697466,975975000,493,2.2622639133990994,0.025468262003059863,676846.1513549369
1,494,123,1,1,3,3,0,1267500,3,-0.1675739270742378,155902500,494,0.652826000964998,-0.15906998973743114,562789.5430045099
2,494,123,1,1,1,7,0,6004331.408333333,1,-0.1675739270742378,738532763.225,494,2.2082606546532695,-0.15906998973743114,562789.5430045099
3,494,123,1,1,1,7,0,2995616,1,-0.1675739270742378,368460768,494,1.5129294310276542,-0.15906998973743114,562789.5430045099
4,494,123,1,1,3,8,104000,5057000,3,-0.1675739270742378,622011000,494,2.0365529665796434,-0.15906998973743114,562789.5430045099
5,494,123,1,1,1,7,121333.33333333334,2543666.6666666665,1,-0.1675739270742378,312871000,494,1.3493861541211842,-0.15906998973743114,562789.5430045099
6,494,123,1,1,1,7,0,3517366.6666666665,1,-0.1675739270742378,432636100,494,1.6734921480602178,-0.15906998973743114,562789.5430045099
7,494,123,1,1,3,7,728000,5037500,3,-0.1675739270742378,619612500,494,2.0326894717545994,-0.15906998973743114,562789.5430045099
8,494,123,1,1,3,1,1057333.3333333335,7795666.666666666,3,-0.1675739270742378,958866999.9999999,494,2.46934756824362,-0.15906998973743114,562789.5430045099
10,494,123,1,1,2,4,0,1068166.6666666667,2,-0.1675739270742378,131384500.00000001,494,0.48172332777583193,-0.15906998973743114,562789.5430045099
12,494,123,1,1,3,3,0,876083.3333333335,3,-0.1675739270742378,107758250.00000001,494,0.2834854812874905,-0.15906998973743114,562789.5430045099
1,495,168,1,1,2,7,0,3588759.1270798324,2,0.1442056969566039,602911533.3494118,495,1.6935860401793033,0.09676250334555944,726863.162626616
2,495,168,1,1,3,5,0,758333.3333333335,3,0.1442056969566039,127400000.00000003,495,0.13914730821660193,0.09676250334555944,726863.162626616
3,495,168,1,1,3,4,0,1051865.9193992119,3,0.1442056969566039,176713474.45906758,495,0.46634519763191307,0.09676250334555944,726863.162626616
4,495,168,1,1,2,7,0,639166.6666666667,2,0.1442056969566039,107380000.00000001,495,-0.03181048992703772,0.09676250334555944,726863.162626616
6,495,168,1,1,3,4,0,1720333.3333333333,3,0.1442056969566039,289016000,495,0.9582976149802782,0.09676250334555944,726863.162626616
7,495,168,1,1,2,7,0,2524400,2,0.1442056969566039,424099200,495,1.3417829552097444,0.09676250334555944,726863.162626616
9,495,168,1,1,2,4,0,1654932.5,2,0.1442056969566039,278028660,495,0.9195397669805825,0.09676250334555944,726863.162626616
10,495,168,1,1,3,7,624000,744000,3,0.1442056969566039,124992000,495,0.12006530033275276,0.09676250334555944,726863.162626616
11,495,168,1,1,3,3,0,1090583.3333333335,3,0.1442056969566039,183218000.00000003,495,0.5024922657671418,0.09676250334555944,726863.162626616
12,495,168,1,1,2,3,0,767000,2,0.1442056969566039,128856000,495,0.15051106686691718,0.09676250334555944,726863.162626616
